RawTimestamp,Open,High,Low,Close,Volume
1752035400,25516,25519.45,25504.45,25504.65,3171097
1752035700,25504.5,25513.6,25503.6,25510.65,1912783
1752036000,25510.8,25529.45,25508.4,25527.65,3166315
1752036300,25527.6,25537.15,25522.45,25531.8,3089778
1752036600,25531.2,25533.5,25527.05,25531.65,2528313
1752036900,25530.6,25537.55,25518.45,25518.7,3019068
1752037200,25519.5,25527.5,25516.15,25522.45,2801667
1752037500,25521.2,25527,25521,25525.4,2019865
1752037800,25526.05,25528.85,25521.6,25526.4,3313810
1752038100,25526.35,25531.5,25516.5,25530.2,2151890
1752038400,25529.4,25531,25524.35,25525.95,1775954
1752038700,25525.9,25527.6,25521.95,25523.4,1704488
1752039000,25522.6,25526.8,25515.75,25519.5,3340787
1752039300,25519.2,25525.95,25518.05,25521.25,2531307
1752039600,25522.15,25535.2,25521.5,25534.15,2733873
1752039900,25534.25,25548.7,25534.2,25539.3,2750929
1752040200,25539.75,25541.35,25533.15,25538.35,3249007
1752040500,25537.9,25546.55,25537.2,25544.8,2270376
1752040800,25544.6,25547.3,25538.5,25542.85,5937602
1752041100,25541.8,25544.45,25535.45,25536.05,2397987
1752041400,25536,25539.65,25530.4,25531.4,2226505
1752041700,25531.95,25534.1,25527.2,25528.55,1825107
1752042000,25528.9,25529.45,25503.25,25517,3582067
1752042300,25516.9,25524.85,25515.45,25519.6,2397589
1752042600,25519.2,25521.9,25515.65,25521.8,2752448
1752042900,25521.4,25533.15,25517.5,25531.8,3496154
1752043200,25531.1,25539.9,25530.5,25537.95,2657732
1752043500,25539,25542.1,25534.8,25537.25,2086570
